iter	Logloss
411	0.3219362759
412	0.3218724275
413	0.3217643343
414	0.3216292066
415	0.3215768221
416	0.3215599653
417	0.3213943795
418	0.321284097
419	0.321223111
420	0.3211919983
421	0.3211064548
422	0.3209612174
423	0.3209068423
424	0.3208234499
425	0.3207138931
426	0.3203550266
427	0.3203339111
428	0.3202603372
429	0.3201337368
430	0.3200506361
431	0.3200434516
432	0.3199642085
433	0.3199507621
434	0.3198829198
435	0.3198364918
436	0.3197641126
437	0.3196634678
438	0.319589586
439	0.3194612766
440	0.319413324
441	0.3193731623
442	0.3193438127
443	0.319306825
444	0.3192541272
445	0.3192477336
446	0.3191573504
447	0.319063031
448	0.3190158094
449	0.3188537069
450	0.3188021218
451	0.3186570751
452	0.3185973356
453	0.3185268535
454	0.3184497196
455	0.3183774858
456	0.318319133
457	0.3182655645
458	0.3181958796
459	0.3180778956
460	0.3179958011
461	0.3178721014
462	0.317802886
463	0.3177660234
464	0.3177471848
465	0.3176724482
466	0.3176071252
467	0.3175169747
468	0.3174607356
469	0.3173672478
470	0.3170776648
471	0.3170200076
472	0.3168575801
473	0.3167856486
474	0.3165873082
475	0.3165082948
476	0.3164630377
477	0.3164601733
478	0.3164147977
479	0.3163826725
480	0.3161629697
481	0.3161013013
482	0.3160009003
483	0.3159716524
484	0.3159581192
485	0.315927666
486	0.3158904475
487	0.3157847774
488	0.3156552199
489	0.3155511945
490	0.3154995127
491	0.3154345392
492	0.3153720062
493	0.3153051586
494	0.3152461828
495	0.3152345751
496	0.3151912087
497	0.3151892493
498	0.3151792159
499	0.3150843794
500	0.3150368789
501	0.3149608311
502	0.3149186493
503	0.3148335055
504	0.3147764689
505	0.3147264802
506	0.3146836383
507	0.3146082979
508	0.314547018
509	0.3144624495
510	0.3143999824
511	0.3143470918
512	0.3142822627
513	0.3141548717
514	0.3140899192
515	0.3139926447
516	0.3138956514
517	0.3138485275
518	0.3138049628
519	0.3137527679
520	0.3136881831
521	0.3136408151
522	0.3136373382
523	0.3132887734
524	0.3132870184
525	0.3131645832
526	0.312935068
527	0.3128906407
528	0.3128124081
529	0.3127265271
530	0.3126437291
531	0.3125745244
532	0.3125188858
533	0.3124559635
534	0.3124261523
535	0.3123139835
536	0.3122710608
537	0.3121611557
538	0.312041357
539	0.3119749634
540	0.3118857267
541	0.3118046266
542	0.3117454103
543	0.3117055486
544	0.3116259849
545	0.3115801077
546	0.3115319104
547	0.3114706329
548	0.3113997844
549	0.3113536536
550	0.3113049935
551	0.3112488459
552	0.3111154933
553	0.3110821708
554	0.3110123304
555	0.3109520462
556	0.3109383976
557	0.3108041726
558	0.3107099861
559	0.310655143
560	0.310595328
561	0.3105266942
562	0.3104827093
563	0.310407646
564	0.3103261028
565	0.3102280837
566	0.3101756315
567	0.3099054841
568	0.3098343304
569	0.3096809458
570	0.3096039068
571	0.3095415028
572	0.309529893
573	0.3094605144
574	0.3094268181
575	0.3093944536
576	0.3093426554
577	0.3092509284
578	0.3091915554
579	0.3090958786
580	0.3090300621
581	0.3089119163
582	0.3088539856
583	0.3087927941
584	0.3087499916
585	0.3087027207
586	0.3086014752
587	0.3083896239
588	0.3083794176
589	0.3083270826
590	0.3082586015
591	0.3081916912
592	0.3081418885
593	0.3080433188
594	0.3079855402
595	0.3079329107
596	0.3078940203
597	0.307889727
598	0.3078345671
599	0.3078056808
600	0.3077683905
601	0.3077293226
602	0.3076792925
603	0.3076062973
604	0.3075840113
605	0.3075289036
606	0.30748231
607	0.3074147938
608	0.307335566
609	0.3072330172
610	0.3071819709
611	0.3071117616
612	0.3069853458
613	0.3069420665
614	0.3068967777
615	0.3066761984
616	0.3065467391
617	0.3065033203
618	0.3064318745
619	0.3063547363
620	0.3062971738
621	0.3062531146
622	0.3061752018
623	0.3060836937
624	0.3060811198
625	0.3060013187
626	0.3059590838
627	0.3058851876
628	0.3058172919
629	0.3057830921
630	0.3057368495
631	0.3057225028
632	0.305699101
633	0.3056077695
634	0.30555812
635	0.3054392565
636	0.3053930762
637	0.3053285119
638	0.3052826786
639	0.3052454923
640	0.3051512685
641	0.3050504836
642	0.3050142717
643	0.3048344565
644	0.3047880431
645	0.3047418322
646	0.3046430737
647	0.3045803506
648	0.30454177
649	0.304508263
650	0.3044709195
651	0.3044150273
652	0.3043158187
653	0.3042415197
654	0.3041951268
655	0.3041678295
656	0.3041350532
657	0.3040814594
658	0.3040439949
659	0.3039399365
660	0.3038953152
661	0.3038355368
662	0.3036740385
663	0.3036708554
664	0.3036080302
665	0.3036001577
666	0.3035547423
667	0.3034768764
668	0.3034097356
669	0.3033558835
670	0.3033104106
671	0.3032281008
672	0.3031264597
673	0.3030356768
674	0.3029957453
675	0.3029541941
676	0.3028831082
677	0.3028505529
678	0.302793528
679	0.3027473105
680	0.3026840726
681	0.3026387902
682	0.3026335987
683	0.3025925544
684	0.3025445985
685	0.3024962791
686	0.3024625793
687	0.3024588126
688	0.3023927674
689	0.3023382728
690	0.3023002532
691	0.3022149458
692	0.3021701502
693	0.3021101085
694	0.3020643094
695	0.3020062162
696	0.3019518152
697	0.3019084839
698	0.3019062901
699	0.3018336015
700	0.3017653193
701	0.3017546158
702	0.3017240108
703	0.3016902679
704	0.3016531104
705	0.3016090269
706	0.3015624551
707	0.3015300172
708	0.3015281761
709	0.3014628602
710	0.301435367
711	0.3013533566
712	0.3013153873
713	0.3012288358
714	0.3011653864
715	0.3011278817
716	0.3010790609
717	0.3009305643
718	0.3009287787
719	0.3008807923
720	0.3008427257
721	0.3007998782
722	0.3007470741
723	0.3007039033
724	0.3007021191
725	0.3005868534
726	0.3005494341
727	0.3005158696
728	0.3004782419
729	0.3003956987
730	0.3003846549
731	0.300318342
732	0.3002545179
733	0.3002243921
734	0.3001731696
735	0.3001330552
736	0.3000941301
737	0.3000604228
738	0.3000161895
739	0.2999760486
740	0.2999687625
741	0.2999310028
742	0.2998928479
743	0.2998528773
744	0.2997878166
745	0.2997294922
746	0.2997233881
747	0.2996683522
748	0.2996157562
749	0.299584769
750	0.2995552787
751	0.2995344412
752	0.2994966266
753	0.2994405207
754	0.2993953447
755	0.2993641646
756	0.299334138
757	0.2993072152
758	0.2992639047
759	0.2992274288
760	0.299180338
761	0.299141551
762	0.2991078305
763	0.2990526816
764	0.2989563851
765	0.2988802511
766	0.2988228513
767	0.2987371419
768	0.2986868628
769	0.2986392608
770	0.298574512
771	0.2985488455
772	0.2984726274
773	0.2984246644
774	0.2984047724
775	0.2983028871
776	0.2982509844
777	0.2982108279
778	0.2981137536
779	0.2980749261
780	0.2980182191
781	0.2979851838
782	0.2979340158
783	0.2979035796
784	0.2978653575
785	0.297849841
786	0.2978142211
787	0.297813429
788	0.2977815976
789	0.297731906
790	0.2976404153
791	0.2976239154
792	0.2975754976
793	0.297536446
794	0.2975281625
795	0.2975038878
796	0.2974548896
797	0.2974107253
798	0.2973535278
799	0.2973000119
